Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
509077,,PRESSMN,Pressman Advertising Limited,Active,B ,2,INE980A01023,Advertising & Media,Equity
526441,,VISIONCINE,VISION CINEMAS LTD.,Active,X ,1,INE515B01025,Advertising & Media,Equity
531259,,ESHAMEDIA,Esha Media Research Limited,Active,XT,10,INE328F01016,Advertising & Media,Equity
531637,,PRAVEG,Praveg Communications (India) Ltd,Active,X ,10,INE722B01019,Advertising & Media,Equity
532798,,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5,INE870H01013,Advertising & Media,Equity
539310,,THINKINK,Thinkink Picturez Ltd,Active,B ,5,INE365S01037,Advertising & Media,Equity
540789,,DNAMEDIA,Diligent Media Corporation Ltd,Active,B ,1,INE016M01021,Advertising & Media,Equity
541799,,SMEL,Sungold Media and Entertainment Ltd,Active,M ,10,INE266S01011,Advertising & Media,Equity
542752,,AFFLE,Affle (India) Ltd,Active,B ,10,INE00WC01019,Advertising & Media,Equity
500112,,SBIN,STATE BANK OF INDIA,Active,A ,1,INE062A01020,Banks,Equity
500116,,IDBI,IDBI BANK LTD.,Active,A ,10,INE008A01015,Banks,Equity
500180,,HDFCBANK,HDFC Bank Ltd,Active,A ,1,INE040A01034,Banks,Equity
500247,,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5,INE237A01028,Banks,Equity
500469,,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2,INE171A01029,Banks,Equity
532134,,BANKBARODA,BANK OF BARODA,Active,A ,2,INE028A01039,Banks,Equity
532149,,BANKINDIA,BANK OF INDIA,Active,A ,10,INE084A01016,Banks,Equity
532174,,ICICIBANK,ICICI BANK LTD.,Active,A ,2,INE090A01021,Banks,Equity
532180,,DHANBANK,Dhanlaxmi Bank Limited,Active,B ,10,INE680A01011,Banks,Equity
532187,,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10,INE095A01012,Banks,Equity
532209,,J&KBANK,JAMMU & KASHMIR BANK LTD.,Active,A ,1,INE168A01041,Banks,Equity
532210,,CUB,CITY UNION BANK LTD.,Active,A ,1,INE491A01021,Banks,Equity
532215,,AXISBANK,AXIS BANK LTD.,Active,A ,2,INE238A01034,Banks,Equity
532218,,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1,INE683A01023,Banks,Equity
532388,,IOB,INDIAN OVERSEAS BANK,Active,A ,10,INE565A01014,Banks,Equity
532461,,PNB,PUNJAB NATIONAL BANK,Active,A ,2,INE160A01022,Banks,Equity
532477,,UNIONBANK,UNION BANK OF INDIA,Active,A ,10,INE692A01016,Banks,Equity
532483,,CANBK,CANARA BANK,Active,A ,10,INE476A01014,Banks,Equity
532505,,UCOBANK,UCO BANK,Active,A ,10,INE691A01018,Banks,Equity
532525,,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10,INE457A01014,Banks,Equity
532648,,YESBANK,YES BANK LTD.,Active,A ,2,INE528G01035,Banks,Equity
532652,,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10,INE614B01018,Banks,Equity
532772,,DCBBANK,DCB Bank Limited,Active,A ,10,INE503A01015,Banks,Equity
532814,,INDIANB,INDIAN BANK,Active,A ,10,INE562A01011,Banks,Equity
532885,,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10,INE483A01010,Banks,Equity
533295,,PSB,PUNJAB & SIND BANK,Active,B ,10,INE608A01012,Banks,Equity
539437,,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10,INE092T01019,Banks,Equity
540065,,RBLBANK,RBL Bank Ltd,Active,A ,10,INE976G01028,Banks,Equity
540611,,AUBANK,AU Small Finance Bank Ltd,Active,A ,10,INE949L01017,Banks,Equity
541153,,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10,INE545U01014,Banks,Equity
542867,,CSBBANK,CSB Bank Ltd,Active,B ,10,INE679A01013,Banks,Equity
542904,,UJJIVANSFB,Ujjivan Small Finance Bank Ltd,Active,B ,10,INE551W01018,Banks,Equity
543243,,EQUITASBNK,Equitas Small Finance Bank Ltd,Active,B ,10,INE063P01018,Banks,Equity
590003,,KARURVYSYA,KARUR VYSYA BANK LTD.,Active,B ,2,INE036D01028,Banks,Equity
507155,,JAGAJITIND,JAGATJIT INDUSTRIES LTD.,Active,XT,10,INE574A01016,Breweries & Distilleries,Equity
507205,,TI,TILAKNAGAR INDUSTRIES LTD.-$,Active,B ,10,INE133E01013,Breweries & Distilleries,Equity
507435,,KHODAY,KHODAY INDIA LTD.-$,Active,XT,10,INE687B01014,Breweries & Distilleries,Equity
507438,,IFBAGRO,IFB AGRO INDUSTRIES LTD.,Active,B ,10,INE076C01018,Breweries & Distilleries,Equity
507488,,GMBREW,G.M.BREWERIES LTD.,Active,B ,10,INE075D01018,Breweries & Distilleries,Equity
507514,,SDBL,SOM DISTILLERIES & BREWERIES LTD.,Active,B ,5,INE480C01020,Breweries & Distilleries,Equity
507522,,MOUNTSHIQ,MOUNT SHIVALIK INDUSTRIES LTD.-$,Active,Z ,10,INE410C01019,Breweries & Distilleries,Equity
507526,,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD.,Active,B ,10,INE073G01016,Breweries & Distilleries,Equity
526471,,WINSOMBR,WINSOME BREWERIES LTD.,Active,XT,10,INE391C01011,Breweries & Distilleries,Equity
531635,,SILVOAK,SILVER OAK (INDIA) LTD.,Active,XT,10,INE870J01019,Breweries & Distilleries,Equity
531879,,PIONDIST,PIONEER DISTILLERIES LTD.,Active,B ,10,INE889E01010,Breweries & Distilleries,Equity
532432,,UNITDSPR,UNITED SPIRITS LTD.,Active,B ,2,INE854D01024,Breweries & Distilleries,Equity
532478,,UBL,UNITED BREWERIES LTD.-$,Active,A ,1,INE686F01025,Breweries & Distilleries,Equity
532497,,RADICO,RADICO KHAITAN LTD.,Active,A ,2,INE944F01028,Breweries & Distilleries,Equity
533104,,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,B ,10,INE615I01010,Breweries & Distilleries,Equity
533294,,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,B ,10,INE722J01012,Breweries & Distilleries,Equity
500189,,NXTDIGITAL,Nxtdigital Ltd,Active,B ,10,INE353A01023,Broadcasting & Cable TV,Equity
503691,,SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,Active,X ,10,INE479B01016,Broadcasting & Cable TV,Equity
505537,,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Active,A ,1,INE256A01028,Broadcasting & Cable TV,Equity
509073,,HATHWAYB,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,Active,XT,10,INE525B01016,Broadcasting & Cable TV,Equity
521062,,OCTAVE,Perfect-Octave Media Projects Ltd,Active,X ,10,INE814L01013,Broadcasting & Cable TV,Equity
532033,,JAINSTUDIO,JAIN STUDIOS LTD.,Active,Z ,10,INE486B01011,Broadcasting & Cable TV,Equity
532382,,BALAJITELE,BALAJI TELEFILMS LTD.,Active,B ,2,INE794B01026,Broadcasting & Cable TV,Equity
532507,,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Active,B ,2,INE116D01028,Broadcasting & Cable TV,Equity
532515,,TVTODAY,TV TODAY NETWORK LTD.,Active,A ,5,INE038F01029,Broadcasting & Cable TV,Equity
532529,,NDTV,NEW DELHI TELEVISION LTD.,Active,B ,4,INE155G01029,Broadcasting & Cable TV,Equity
532700,,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Active,B ,10,INE265F01028,Broadcasting & Cable TV,Equity
532733,,SUNTV,SUN TV NETWORK LTD.,Active,A ,5,INE424H01027,Broadcasting & Cable TV,Equity
532794,,ZEEMEDIA,Zee Media Corporation Limited,Active,B ,1,INE966H01019,Broadcasting & Cable TV,Equity
532795,,SITINET,Siti Networks Ltd,Active,T ,1,INE965H01011,Broadcasting & Cable TV,Equity
532800,,TV18BRDCST,TV18 BROADCAST LTD.,Active,A ,2,INE886H01027,Broadcasting & Cable TV,Equity
532826,,RAJTV,RAJ TELEVISION NETWORK LTD.,Active,B ,5,INE952H01027,Broadcasting & Cable TV,Equity
532839,,DISHTV,DISH TV INDIA LTD.,Active,A ,1,INE836F01026,Broadcasting & Cable TV,Equity
533137,,DEN,Den Networks Ltd,Active,B ,10,INE947J01015,Broadcasting & Cable TV,Equity
533162,,HATHWAY,Hathway Cable & Datacom Ltd,Active,A ,2,INE982F01036,Broadcasting & Cable TV,Equity
533268,,SEATV,SEA TV NETWORK LTD.,Active,X ,10,INE351L01016,Broadcasting & Cable TV,Equity
539015,,ORTEL,Ortel Communications Ltd,Active,Z ,10,INE849L01019,Broadcasting & Cable TV,Equity
539141,,UFO,UFO Moviez India Ltd,Active,B ,10,INE527H01019,Broadcasting & Cable TV,Equity
540023,,COLORCHIPS,Colorchips New Media Ltd,Active,X ,10,INE621I01026,Broadcasting & Cable TV,Equity
540083,,TVVISION,TV Vision Ltd,Active,B ,10,INE871L01013,Broadcasting & Cable TV,Equity
540366,,RADIOCITY,Music Broadcast Ltd,Active,T ,2,INE919I01024,Broadcasting & Cable TV,Equity
540821,,SADHNA,Sadhna Broadcast Ltd,Active,X ,10,INE994R01010,Broadcasting & Cable TV,Equity
500151,,GOLDENTOBC,GOLDEN TOBACCO LTD.,Active,B ,10,INE973A01010,Cigarettes-Tobacco Products,Equity
500163,,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A ,2,INE260B01028,Cigarettes-Tobacco Products,Equity
500875,,ITC,ITC LTD.,Active,A ,1,INE154A01025,Cigarettes-Tobacco Products,Equity
509887,,SINNAR,SINNAR BIDI UDYOG LTD.,Active,XT,5,INE896E01023,Cigarettes-Tobacco Products,Equity
509966,,VSTIND,VST INDUSTRIES LTD.,Active,A ,10,INE710A01016,Cigarettes-Tobacco Products,Equity
526723,,NTCIND,NTC INDUSTRIES LTD.,Active,X ,10,INE920C01017,Cigarettes-Tobacco Products,Equity
526813,,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,Active,XT,10,INE753B01014,Cigarettes-Tobacco Products,Equity
500049,,BEL,BHARAT ELECTRONICS LTD.,Active,A ,1,INE263A01024,Defence,Equity
523606,,SIKA,SIKA INTERPLANT SYSTEMS LTD.,Active,X ,10,INE438E01016,Defence,Equity
532493,,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,B ,2,INE386C01029,Defence,Equity
533107,,RNAVAL,Reliance Naval and Engineering Ltd,Active,B ,10,INE542F01012,Defence,Equity
533339,,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,B ,1,INE251B01027,Defence,Equity
540879,,APOLLO,Apollo Micro Systems Ltd,Active,B ,10,INE713T01010,Defence,Equity
541143,,BDL,Bharat Dynamics Ltd,Active,A ,10,INE171Z01018,Defence,Equity
543237,,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,B ,10,INE249Z01012,Defence,Equity
500014,,UTIQUE,Utique Enterprises Ltd,Active,X ,10,INE096A01010,Finance (including NBFCs),Equity
500034,,BAJFINANCE,Bajaj Finance Limited,Active,A ,2,INE296A01024,Finance (including NBFCs),Equity
500111,,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,B ,10,INE013A01015,Finance (including NBFCs),Equity
500142,,FGP,FGP LTD.,Active,X ,10,INE512A01016,Finance (including NBFCs),Equity
500174,,GLFL,GUJARAT LEASE FINANCING LTD.,Active,B ,10,INE540A01017,Finance (including NBFCs),Equity
500202,,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,X ,10,INE333C01013,Finance (including NBFCs),Equity
500206,,MARGOFIN,Margo Finance Limited,Active,X ,10,INE680B01019,Finance (including NBFCs),Equity
500212,,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Active,XT,10,INE898B01017,Finance (including NBFCs),Equity
500306,,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X ,1,INE903A01025,Finance (including NBFCs),Equity
500358,,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,X ,10,INE783A01013,Finance (including NBFCs),Equity
500439,,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10,INE701A01023,Finance (including NBFCs),Equity
501242,,TCIFINANCE,TCI FINANCE LTD.,Active,B ,10,INE911B01018,Finance (including NBFCs),Equity
501295,,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,B ,10,INE886A01014,Finance (including NBFCs),Equity
501311,,JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,XT,10,INE998D01011,Finance (including NBFCs),Equity
501343,,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Active,T ,5,INE861B01023,Finance (including NBFCs),Equity
501700,,INDIANVSH,INDIANIVESH LTD.,Active,X ,1,INE131H01028,Finance (including NBFCs),Equity
501945,,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Active,X ,1,INE758D01027,Finance (including NBFCs),Equity
504180,,STDBAT,STANDARD BATTERIES LTD.,Active,X ,1,INE502C01039,Finance (including NBFCs),Equity
505216,,ALFREDHE,ALFRED HERBERT (INDIA) LTD.,Active,X ,10,INE782D01027,Finance (including NBFCs),Equity
505576,,GOLDCORP,Goldcrest Corporation Limited,Active,X ,10,INE505D01014,Finance (including NBFCs),Equity
505850,,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Active,X ,10,INE545L01039,Finance (including NBFCs),Equity
506161,,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,Active,XT,10,INE073I01012,Finance (including NBFCs),Equity
507938,,MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,Active,P ,10,INE798E01013,Finance (including NBFCs),Equity
507948,,KEYCORP,KEY CORP LTD.,Active,XT,10,INE130F01016,Finance (including NBFCs),Equity
507952,,SHIKHARLETR,SHIKHAR LEASING & TRADING LTD.,Active,XT,10,INE02BV01019,Finance (including NBFCs),Equity
507962,,RAJATH,Rajath Finance Limited,Active,X ,10,INE455H01013,Finance (including NBFCs),Equity
507987,,JPTRLES,JUPITER INDUSTRIES & LEASING LTD.,Active,P ,10,INE990E01016,Finance (including NBFCs),Equity
508954,,FINKURVE,Finkurve Financial Services Ltd,Active,X ,1,INE734I01027,Finance (including NBFCs),Equity
508956,,HBLEAS,HB LEASING & FINANCE CO.LTD.,Active,XT,10,INE549B01016,Finance (including NBFCs),Equity
508961,,SHRICON,SHRICON INDUSTRIES LTD.,Active,XT,10,INE753D01010,Finance (including NBFCs),Equity
508963,,STRLGUA,STERLING GUARANTY & FINANCE LTD.,Active,XT,10,INE668Y01016,Finance (including NBFCs),Equity
508969,,SULABEN,SULABH ENGINEERS & SERVICES LTD.,Active,XT,1,INE673M01029,Finance (including NBFCs),Equity
509038,,VOLLF,VOLTAIRE LEASING & FINANCE LTD.,Active,Z ,10,INE763D01019,Finance (including NBFCs),Equity
509470,,BOMOXY-B1,Bombay Oxygen Investments Ltd,Active,X ,100,INE01TL01014,Finance (including NBFCs),Equity
511000,,MADHUSE,MADHUSUDAN SECURITIES LTD.,Active,XT,10,INE856D01011,Finance (including NBFCs),Equity
511066,,SAKTHIFIN,SAKTHI FINANCE LTD.,Active,X ,10,INE302E01014,Finance (including NBFCs),Equity
511074,,WEIZFIN,WEIZMANN FINCORP LTD.,Active,Z ,10,INE407F01018,Finance (including NBFCs),Equity
511122,,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,Active,XT,10,INE609B01018,Finance (including NBFCs),Equity
511147,,WSFIN,WALL STREET FINANCE LTD.,Active,X ,10,INE549D01012,Finance (including NBFCs),Equity
511218,,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,Active,A ,10,INE721A01013,Finance (including NBFCs),Equity
511243,,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,2,INE121A01024,Finance (including NBFCs),Equity
511254,,SAGARSYST,SAGAR SYSTECH LTD.,Active,P ,10,INE771Z01015,Finance (including NBFCs),Equity
511355,,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Active,XT,10,INE429D01017,Finance (including NBFCs),Equity
511359,,ADMANUM,AD-MANUM FINANCE LTD.,Active,X ,10,INE556D01017,Finance (including NBFCs),Equity
511367,,MEGLON,MEGLON INFRA-REAL (INDIA) LTD.,Active,X ,10,INE218B01018,Finance (including NBFCs),Equity
511377,,MEHIF,MEHTA INTEGRATED FINANCE LTD.,Active,XT,10,INE240B01012,Finance (including NBFCs),Equity
511391,,INTRGLB,INTER GLOBE FINANCE LTD.,Active,X ,10,INE661M01016,Finance (including NBFCs),Equity
511413,,CREST,CREST VENTURES LIMITED,Active,B ,10,INE559D01011,Finance (including NBFCs),Equity
511451,,DHARFIN,DHARANI FINANCE LTD.,Active,X ,10,INE899D01011,Finance (including NBFCs),Equity
511505,,CAPITALT,CAPITAL TRUST LTD.,Active,B ,10,INE707C01018,Finance (including NBFCs),Equity
511507,,USHAKIRA,USHAKIRAN FINANCE LTD.,Active,XT,10,INE697C01011,Finance (including NBFCs),Equity
511543,,GSBFIN,GSB FINANCE LTD.,Active,X ,10,INE777C01011,Finance (including NBFCs),Equity
511549,,MORARKFI,MORARKA FINANCE LTD.,Active,X ,10,INE367A01015,Finance (including NBFCs),Equity
511559,,TIMESGTY,TIMES GUARANTY LTD.,Active,B ,10,INE289C01025,Finance (including NBFCs),Equity
511571,,SODFC,SOM DATT FINANCE CORPORATION LTD.,Active,X ,10,INE754C01010,Finance (including NBFCs),Equity
511577,,SAVFI,SAVANI FINANCIALS LTD.,Active,XT,10,INE304E01010,Finance (including NBFCs),Equity
511585,,REGTRUS,REGENCY TRUST LTD.,Active,XT,1,INE425F01028,Finance (including NBFCs),Equity
511589,,AVONMORE,Avonmore Capital & Management Services Limited,Active,X ,10,INE323B01016,Finance (including NBFCs),Equity
511593,,LIBORDFIN,Libord Finance Ltd,Active,X ,10,INE212B01011,Finance (including NBFCs),Equity
511597,,PALSOFT,PALSOFT INFOSYSTEMS LTD.,Active,XT,10,INE969B01016,Finance (including NBFCs),Equity
511609,,ISLCONSUL,ISL CONSULTING LTD.,Active,X ,5,INE569B01022,Finance (including NBFCs),Equity
511611,,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,Active,B ,10,INE891B01012,Finance (including NBFCs),Equity
511626,,RRFIN,RR FINANCIAL CONSULTANTS LTD.,Active,Z ,10,INE229D01011,Finance (including NBFCs),Equity
511628,,IMCAP,IM+ Capitals Limited,Active,X ,10,INE417D01012,Finance (including NBFCs),Equity
511654,,SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.,Active,X ,10,INE309D01011,Finance (including NBFCs),Equity
511688,,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,Active,X ,10,INE963B01019,Finance (including NBFCs),Equity
511700,,STANCAP,STANDARD CAPITAL MARKETS LTD.,Active,XT,10,INE625D01010,Finance (including NBFCs),Equity
511702,,PARSHINV,PARSHARTI INVESTMENT LTD.,Active,X ,10,INE290E01011,Finance (including NBFCs),Equity
511710,,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,Active,XT,2,INE717D01023,Finance (including NBFCs),Equity
511716,,ESCORTSFIN,ESCORTS FINANCE LTD.,Active,XT,10,INE359A01012,Finance (including NBFCs),Equity
511724,,BALFC,BAID LEASING AND FINANCE CO.LTD.,Active,X ,10,INE020D01014,Finance (including NBFCs),Equity
511728,,KZLFIN,K.Z.LEASING & FINANCE LTD.,Active,X ,10,INE006C01015,Finance (including NBFCs),Equity
511730,,TRCFIN,TRC FINANCIAL SERVICES LTD.,Active,X ,10,INE759D01017,Finance (including NBFCs),Equity
511742,,UGROCAP,Ugro Capital Ltd,Active,X ,10,INE583D01011,Finance (including NBFCs),Equity
511754,,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Active,X ,10,INE861D01011,Finance (including NBFCs),Equity
511756,,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,Active,Z ,10,INE195I01013,Finance (including NBFCs),Equity
511758,,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Active,XT,10,INE094E01017,Finance (including NBFCs),Equity
511760,,SEVENHILL,Seven Hill Industries Limited,Active,X ,10,INE518D01017,Finance (including NBFCs),Equity
511764,,UPASAFN,UPASANA FINANCE LTD.,Active,XT,10,INE819K01014,Finance (including NBFCs),Equity
511766,,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10,INE296G01013,Finance (including NBFCs),Equity
511768,,MASTERTR,MASTER TRUST LTD.,Active,X ,5,INE677D01029,Finance (including NBFCs),Equity
512020,,ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,Active,X ,10,INE967G01019,Finance (including NBFCs),Equity
512065,,MRUTR,MRUGESH TRADING LTD.,Active,XT,10,INE738D01011,Finance (including NBFCs),Equity
512197,,SILVERO,SILVER OAK COMMERCIAL LTD.,Active,Z ,10,INE798C01017,Finance (including NBFCs),Equity
512217,,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,Active,X ,10,INE730E01016,Finance (including NBFCs),Equity
512221,,SPVGLOBAL,SPV Global Trading Ltd,Active,P ,10,INE177E01010,Finance (including NBFCs),Equity
512463,,SHRGLTR,SHREE GLOBAL TRADEFIN LTD.,Active,X ,1,INE080I01025,Finance (including NBFCs),Equity
512481,,POLYTEX,POLYTEX INDIA LTD.,Active,X ,10,INE012F01016,Finance (including NBFCs),Equity
512489,,OASISEC,OASIS SECURITIES LTD.,Active,X ,10,INE876A01015,Finance (including NBFCs),Equity
512597,,KEYFINSER,Keynote Financial Services Ltd,Active,B ,10,INE681C01015,Finance (including NBFCs),Equity
519214,,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,Active,X ,10,INE188E01017,Finance (including NBFCs),Equity
519224,,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,Active,B ,10,INE210A01017,Finance (including NBFCs),Equity
523062,,JJFINCOR,J.J.FINANCE CORPORATION LTD.,Active,XT,10,INE584C01011,Finance (including NBFCs),Equity
523113,,FUTURSEC,FUTURISTIC SECURITIES LTD.,Active,XT,10,INE425D01015,Finance (including NBFCs),Equity
523343,,MICROSE,MICROSE INDIA LTD.,Active,XT,10,INE809F01015,Finance (including NBFCs),Equity
523384,,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Active,T ,10,INE843B01013,Finance (including NBFCs),Equity
523756,,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.,Active,B ,10,INE872A01014,Finance (including NBFCs),Equity
523862,,PIFL,Pacheli Industrial Finance Ltd,Active,XT,10,INE926B01016,Finance (including NBFCs),Equity
524000,,MAGMA,MAGMA FINCORP LTD.,Active,A ,2,INE511C01022,Finance (including NBFCs),Equity
526237,,MORGAN,MORGAN VENTURES LTD.,Active,X ,10,INE902C01015,Finance (including NBFCs),Equity
526859,,ISFL,ISF LIMITED,Active,XT,1,INE973B01026,Finance (including NBFCs),Equity
